출처: 시카고선물거래소(CBO).
단위 : 달러/톤
"date","wheat","corn","soybeans"
"20180421","0","0","0"
"20180420","175","150","381"
"20180419","171","149","384"
"20180418","169","150","382"
"20180417","173","152","387"
"20180416","173","152","387"
"20180415","0","0","0"
"20180414","0","0","0"
"20180413","179","152","384"
"20180412","180","153","385"
"20180411","180","153","384"
"20180410","173","152","379"
"20180409","170","153","378"
"20180408","0","0","0"
"20180407","0","0","0"
"20180406","170","153","378"
"20180405","168","152","381"
"20180404","163","152","380"
"20180403","157","144","344"
"20180402","163","147","374"
"20180401","0","0","0"
"20180331","0","0","0"
"20180330","163","147","374"
"20180329","164","147","374"
"20180328","166","147","376"
"20180327","169","148","377"
"20180326","167","148","378"
"20180325","0","0","0"
"20180324","0","0","0"
"20180323","0","0","0"
"20180322","166","147","377"
"20180321","166","147","377"
"20180320","171","150","385"
"20180319","175","152","382"
"20180318","0","0","0"
"20180317","0","0","0"
"20180316","182","150","377"
"20180315","178","151","382"
"20180314","179","151","379"
"20180313","179","150","378"
"20180312","179","150","378"
"20180311","0","0","0"
"20180310","0","0","0"
"20180309","181","151","387"
"20180308","181","149","387"
"20180307","184","149","391"
"20180306","184","148","391"
"20180305","180","148","389"
"20180304","0","0","0"
"20180303","0","0","0"
"20180302","170","145","381"
"20180301","0","0","0"
"20180228","170","145","381"
"20180227","166","144","380"
"20180226","166","144","380"
"20180225","0","0","0"
"20180224","0","0","0"
"20180223","164","143","380"
"20180222","164","143","380"
"20180221","165","143","377"
"20180220","0","0","0"
"20180219","168","144","375"
"20180218","0","0","0"
"20180217","0","0","0"
"20180216","168","144","375"
"20180215","175","144","376"
"20180214","169","144","371"
"20180213","164","142","361"
"20180212","167","143","362"
"20180211","0","0","0"
"20180210","0","0","0"
"20180209","169","143","361"
"20180208","169","143","361"
"20180207","161","141","356"
"20180206","164","142","359"
"20180205","164","142","359"
"20180204","0","0","0"
"20180203","0","0","0"
"20180202","165","142","365"
"20180201","0","0","0"
"20180131","165","141","364"
"20180130","0","0","0"
"20180129","162","140","362"
"20180128","0","0","0"
"20180127","0","0","0"
"20180126","0","0","0"
"20180125","159","140","364"
"20180124","159","140","364"
"20180123","155","138","359"
"20180122","155","138","359"
"20180121","0","0","0"
"20180120","0","0","0"
"20180119","154","138","355"
"20180118","154","138","355"
"20180117","154","136","346"
"20180116","154","136","346"
"20180115","154","136","346"
"20180114","0","0","0"
"20180113","0","0","0"
"20180112","159","137","345"
"20180111","158","137","351"
"20180110","0","0","0"
"20180109","157","136","352"
"20180108","158","138","353"
"20180107","0","0","0"
"20180106","0","0","0"
"20180105","160","138","352"
"20180104","160","138","352"
"20180103","159","139","350"
"20180102","157","138","347"
"20180101","0","0","0"
"20171231","0","0","0"
"20171230","0","0","0"
"20171229","157","138","347"
"20171228","155","138","352"
"20171227","156","138","348"
"20171226","156","138","348"
"20171225","0","0","0"
"20171224","0","0","0"
"20171223","0","0","0"
"20171222","156","138","348"
"20171221","154","136","351"
"20171220","154","136","351"
"20171219","153","136","355"
"20171218","153","136","355"
"20171217","0","0","0"
"20171216","0","0","0"
"20171215","153","136","355"
"20171214","0","0","0"
"20171213","151","137","360"
"20171212","153","138","363"
"20171211","153","138","363"
"20171210","0","0","0"
"20171209","0","0","0"
"20171208","156","138","368"
"20171207","158","139","368"
"20171206","159","139","366"
"20171205","161","141","365"
"20171204","161","141","365"
"20171203","0","0","0"
"20171202","0","0","0"
"20171201","150","134","362"
"20171130","150","132","364"
"20171129","150","133","365"
"20171128","150","133","365"
"20171127","152","134","364"
"20171126","0","0","0"
"20171125","0","0","0"
"20171124","155","135","366"
"20171123","156","135","363"
"20171122","156","135","363"
"20171121","155","135","363"
"20171120","0","0","0"
"20171119","0","0","0"
"20171118","0","0","0"
"20171117","0","0","0"
"20171116","0","0","0"
"20171115","154","133","358"
"20171114","157","132","355"
"20171113","155","134","357"
"20171112","0","0","0"
"20171111","0","0","0"
"20171110","158","135","362"
"20171109","157","134","361"
"20171108","156","137","366"
"20171107","156","136","365"
"20171106","158","137","365"
"20171105","0","0","0"
"20171104","0","0","0"
"20171103","156","137","362"
"20171102","156","137","367"
"20171101","153","137","364"
"20171031","155","136","361"
"20171030","156","137","357"
"20171029","0","0","0"
"20171028","0","0","0"
"20171027","156","137","358"
"20171026","158","137","356"
"20171025","159","138","358"
"20171024","160","138","358"
"20171023","160","138","360"
"20171022","0","0","0"
"20171021","0","0","0"
"20171020","156","135","359"
"20171019","158","137","362"
"20171018","158","137","361"
"20171017","159","137","361"
"20171016","160","137","364"
"20171015","0","0","0"
"20171014","0","0","0"
"20171013","161","138","367"
"20171012","158","137","364"
"20171011","158","137","364"
"20171010","159","137","354"
"20171009","162","137","355"
"20171008","0","0","0"
"20171007","0","0","0"
"20171006","162","137","357"
"20171005","161","137","355"
"20171004","162","137","352"
"20171003","164","137","350"
"20171002","163","138","351"
"20171001","0","0","0"
"20170930","0","0","0"
"20170929","164","139","355"
"20170928","167","138","352"
"20170927","169","139","354"
"20170926","166","138","353"
"20170925","166","139","356"
"20170924","0","0","0"
"20170923","0","0","0"
"20170922","165","139","361"
"20170921","166","137","356"
"20170920","165","137","356"
"20170919","162","137","354"
"20170918","162","138","355"
"20170917","0","0","0"
"20170916","0","0","0"
"20170915","164","139","355"
"20170914","162","139","358"
"20170913","162","138","352"
"20170912","162","138","349"
"20170911","159","140","352"
"20170910","0","0","0"
"20170909","0","0","0"
"20170908","160","140","353"
"20170907","160","139","355"
"20170906","163","142","356"
"20170905","162","141","355"
"20170904","162","141","355"
"20170903","0","0","0"
"20170902","0","0","0"
"20170901","161","140","350"
"20170831","151","135","344"
"20170830","148","130","339"
"20170829","148","131","342"
"20170828","147","132","344"
"20170827","0","0","0"
"20170826","0","0","0"
"20170825","150","134","345"
"20170824","150","134","345"
"20170823","148","134","343"
"20170822","147","136","343"
"20170821","150","137","342"
"20170820","0","0","0"
"20170819","0","0","0"
"20170818","152","138","344"
"20170817","152","137","341"
"20170816","154","138","338"
"20170815","157","139","338"
"20170814","162","142","340"
"20170813","0","0","0"
"20170812","0","0","0"
"20170811","161","141","343"
"20170810","161","140","341"
"20170809","168","146","353"
"20170808","167","145","353"
"20170807","170","146","352"
"20170806","0","0","0"
"20170805","0","0","0"
"20170804","167","144","348"
"20170803","168","143","349"
"20170802","169","143","355"
"20170801","169","142","352"
"20170731","174","145","365"
"20170730","0","0","0"
"20170729","0","0","0"
"20170728","176","147","367"
"20170727","176","147","365"
"20170726","175","146","363"
"20170725","174","145","360"
"20170724","179","148","366"
"20170723","0","0","0"
"20170722","0","0","0"
"20170721","183","149","370"
"20170720","185","153","372"
"20170719","184","150","367"
"20170718","185","148","363"
"20170717","181","143","361"
"20170716","0","0","0"
"20170715","0","0","0"
"20170714","182","142","357"
"20170713","0","0","0"
"20170712","196","154","376"
"20170711","194","154","374"
"20170710","189","150","365"
"20170709","0","0","0"
"20170708","0","0","0"
"20170707","189","150","365"
"20170706","198","150","358"
"20170705","197","148","354"
"20170704","197","148","354"
"20170703","187","145","346"
"20170702","0","0","0"
"20170701","0","0","0"
"20170630","176","141","336"
"20170629","167","140","335"
"20170628","166","141","334"
"20170627","165","141","333"
"20170626","169","142","332"
"20170625","0","0","0"
"20170624","0","0","0"
"20170623","169","142","332"
"20170622","170","145","337"
"20170621","173","145","340"
"20170620","171","147","344"
"20170619","166","149","343"
"20170618","0","0","0"
"20170617","0","0","0"
"20170616","166","149","343"
"20170615","166","149","343"
"20170614","163","149","342"
"20170613","0","0","0"
"20170612","163","152","345"
"20170611","0","0","0"
"20170610","0","0","0"
"20170609","0","0","0"
"20170608","163","151","341"
"20170607","160","148","339"
"20170606","0","0","0"
"20170605","157","145","335"
"20170604","0","0","0"
"20170603","0","0","0"
"20170602","157","145","335"
"20170601","157","146","336"
"20170531","157","144","335"
"20170530","161","147","340"
"20170529","158","145","345"
"20170528","0","0","0"
"20170527","0","0","0"
"20170526","158","145","345"
"20170525","158","146","348"
"20170524","157","145","348"
"20170523","0","0","0"
"20170522","159","146","350"
"20170521","0","0","0"
"20170520","0","0","0"
"20170519","159","146","350"
"20170518","156","144","347"
"20170517","0","0","0"
"20170516","0","0","0"
"20170515","156","142","350"
"20170514","0","0","0"
"20170513","0","0","0"
"20170512","0","0","0"
"20170511","0","0","0"
"20170510","154","141","354"
"20170509","0","0","0"
"20170508","156","140","354"
"20170507","0","0","0"
"20170506","0","0","0"
"20170505","0","0","0"
"20170504","156","140","354"
"20170503","162","144","354"
"20170502","162","143","352"
"20170501","162","145","352"
"20170430","0","0","0"
"20170429","0","0","0"
"20170428","151","142","347"
"20170427","149","141","347"
"20170426","150","143","350"
"20170425","147","141","353"
"20170424","148","140","349"
"20170423","0","0","0"
"20170422","0","0","0"
"20170421","149","140","347"
"20170420","153","142","349"
"20170419","155","142","347"
"20170418","154","144","350"
"20170417","157","146","351"
"20170416","0","0","0"
"20170415","0","0","0"
"20170414","159","145","348"
"20170413","0","0","0"
"20170412","0","0","0"
"20170411","157","144","345"
"20170410","155","141","346"
"20170409","0","0","0"
"20170408","0","0","0"
"20170407","155","143","345"
"20170406","157","142","346"
"20170405","156","142","344"
"20170404","157","144","344"
"20170403","156","143","347"
"20170402","0","0","0"
"20170401","0","0","0"
"20170331","154","140","353"
"20170330","156","141","356"
"20170329","155","140","357"
"20170328","154","139","356"
"20170327","156","140","358"
"20170326","0","0","0"
"20170325","0","0","0"
"20170324","154","140","364"
"20170323","155","141","367"
"20170322","156","142","367"
"20170321","0","0","0"
"20170320","160","144","367"
"20170319","0","0","0"
"20170318","0","0","0"
"20170317","160","144","367"
"20170316","160","143","366"
"20170315","151","139","362"
"20170314","151","139","366"
"20170313","155","140","366"
"20170312","0","0","0"
"20170311","0","0","0"
"20170310","156","141","367"
"20170309","0","0","0"
"20170308","160","145","372"
"20170307","161","146","377"
"20170306","158","146","377"
"20170305","0","0","0"
"20170304","0","0","0"
"20170303","158","146","377"
"20170302","159","147","382"
"20170301","0","0","0"
"20170228","153","141","371"
"20170227","158","143","372"
"20170226","0","0","0"
"20170225","0","0","0"
"20170224","160","143","371"
"20170223","162","146","375"
"20170222","160","145","377"
"20170221","162","144","379"
"20170220","162","144","379"
"20170219","0","0","0"
"20170218","0","0","0"
"20170217","164","147","383"
"20170216","167","149","389"
"20170215","165","147","383"
"20170214","166","147","387"
"20170213","164","147","389"
"20170212","0","0","0"
"20170211","0","0","0"
"20170210","162","145","385"
"20170209","158","145","388"
"20170208","158","145","383"
"20170207","155","143","380"
"20170206","158","143","377"
"20170205","0","0","0"
"20170204","0","0","0"
"20170203","159","144","381"
"20170202","159","144","380"
"20170201","154","141","376"
"20170131","154","142","385"
"20170130","0","0","0"
"20170129","0","0","0"
"20170128","0","0","0"
"20170127","154","142","385"
"20170126","155","144","387"
"20170125","156","142","388"
"20170124","159","145","388"
"20170123","157","145","392"
"20170122","0","0","0"
"20170121","0","0","0"
"20170120","155","144","393"
"20170119","158","143","394"
"20170118","159","143","392"
"20170117","156","141","383"
"20170116","156","141","379"
"20170115","0","0","0"
"20170114","0","0","0"
"20170113","0","0","0"
"20170112","153","141","368"
"20170111","156","141","369"
"20170110","156","141","366"
"20170109","155","140","362"
"20170108","0","0","0"
"20170107","0","0","0"
"20170106","156","142","368"
"20170105","153","141","369"
"20170104","149","139","362"
"20170103","149","138","366"
"20170102","149","138","366"
"20170101","0","0","0"
"20161231","0","0","0"
"20161230","148","137","368"
"20161229","147","137","369"
"20161228","150","139","372"
"20161227","144","136","363"
"20161226","144","136","363"
"20161225","0","0","0"
"20161224","0","0","0"
"20161223","145","136","365"
"20161222","146","136","369"
"20161221","148","137","369"
"20161220","150","140","380"
"20161219","150","140","380"
"20161218","0","0","0"
"20161217","0","0","0"
"20161216","150","140","380"
"20161215","150","140","378"
"20161214","146","140","377"
"20161213","147","139","378"
"20161212","147","138","381"
"20161211","0","0","0"
"20161210","0","0","0"
"20161209","0","0","0"
"20161208","141","137","385"
"20161207","143","138","384"
"20161206","143","137","383"
"20161205","142","132","377"
"20161204","0","0","0"
"20161203","0","0","0"
"20161202","0","0","0"
"20161201","139","132","379"
"20161130","141","132","383"
"20161129","143","137","388"
"20161128","145","137","384"
"20161127","0","0","0"
"20161126","0","0","0"
